Codi d'expedient;Codi districte;Nom districte;Codi barri;Nom barri;Codi carrer;Nom carrer;Num postal caption;Descripció dia setmana;Dia setmana;Descripció tipus dia;NK Any;Mes de any;Nom mes;Dia de mes;Hora de dia;Descripció causa vianant;Descripció tipus de vehicle;Descripció model;Descripció marca;Descripció color;Descripció carnet;Antiguitat carnet;Coordenada UTM (Y);Coordenada UTM (X)
2013S002911;7;Horta-Guinardó;43;Horta;701268;Dalt (Llobregat);1300000;Dilluns;Dl;Laboral;2013;4;Abril;22;21;No és causa del  vianant;Turismo;ZAFIRA;OPEL;Gris;B;33;4588089,59;429885,48
2013S001947;2;Eixample;9;la Nova Esquerra de l'Eixample;287201;Roma;660 068;Dijous;Dj;Laboral;2013;3;Març;14;22;No és causa del  vianant;Turismo;BRAVA;FIAT;Gris;B;37;4581778,66;428907,19
2013S003483;2;Eixample;8;l'Antiga Esquerra de l'Eixample;70607;Casanova;1 010 101;Dimarts;Dm;Laboral;2013;5;Maig;14;17;No és causa del  vianant;Motocicleta;CB 250 TWO FIFTY;HONDA;Negre;A;31;4582275,45;429560,28
2013S002379;2;Eixample;6;la Sagrada Família;18505;Aragó;4 210 421;Dimarts;Dm;Laboral;2013;4;Abril;2;17;No és causa del  vianant;Taxi;OCTAVIA;SKODA;Desconegut;BTP;10;4583841,89;431290,22
2013S002504;2;Eixample;10;Sant Antoni;349706;Comte d'Urgell;640 064;Dilluns;Dl;Laboral;2013;4;Abril;8;8;Desobeir el senyal del semàfor;Motocicleta;SCARABEO 100;APRILIA;Marró;B;10;4581701,83;429783,05
2013S002633;4;Les Corts;19;les Corts;40300;Berlín;750 075;Divendres;Dv;Laboral;2013;4;Abril;12;14;No és causa del  vianant;Motocicleta;FXD;HARLEY DAVIDSON;Altres;A;25;4581933,76;428185,27
2013S002636;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;7 450 747;Divendres;Dv;Laboral;2013;4;Abril;12;13;No és causa del  vianant;Taxi;OCTAVIA;SKODA;Altres;BTP;38;4583588,18;431603,29
2013S002761;10;Sant Martí;64;el Camp de l'Arpa del Clot;209900;Meridiana;0183X0183X;Dimecres;Dc;Laboral;2013;4;Abril;17;19;No és causa del  vianant;Motocicleta;XCITY;YAMAHA;Negre;A;21;4585177,98;432112,57
2013S001321;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;44709;Bonanova;540 054;Dimecres;Dc;Laboral;2013;2;Febrer;20;18;No és causa del  vianant;Turismo;QUATTRO;AUDI;Blau;B;16;4584120,47;427171,62
2013S001323;4;Les Corts;21;Pedralbes;701267;Dalt (Besòs);1,00E+01;Dimecres;Dc;Laboral;2013;2;Febrer;20;21;No és causa del  vianant;Turismo;VECTRA;OPEL;Negre;B;6;4582701;425546,26
2013S001453;4;Les Corts;21;Pedralbes;62507;Capità Arenas;180 018;Dilluns;Dl;Laboral;2013;2;Febrer;25;13;No és causa del  vianant;Motocicleta;SH 125;HONDA;Blanc;Desconegut;Desconegut;4582648,23;427051,73
2013S001454;5;Sarrià-Sant Gervasi;23;Sarrià;305201;Sant Joan Bosco;550 055;Dilluns;Dl;Laboral;2013;2;Febrer;25;15;Creuar per fora pas de vianants;Taxi;COROLLA;TOYOTA;Blanc;BTP;18;4583184,09;427077,14
2013S001462;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;2 320 232;Dilluns;Dl;Laboral;2013;2;Febrer;25;18;No és causa del  vianant;Turismo;CLIO;RENAULT;Gris;B;9;4582550,35;430011,29
2013S001593;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20660000;Divendres;Dv;Laboral;2013;3;Març;1;14;No és causa del  vianant;Turismo;GOLF;VOLKSWAGEN;Blanc;B;6;4584620,76;432719,59
2013S001593;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20660000;Divendres;Dv;Laboral;2013;3;Març;1;14;No és causa del  vianant;Turismo;A 180;MERCEDES;Negre;B;41;4584620,76;432719,59
2013S002749;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;28000;Augusta;2 480 250;Dimecres;Dc;Laboral;2013;4;Abril;17;14;No és causa del  vianant;Motocicleta;PCX;HONDA;Gris;B;13;4583498,96;427830,23
2013S002749;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;28000;Augusta;2 480 250;Dimecres;Dc;Laboral;2013;4;Abril;17;14;No és causa del  vianant;Turismo;Desconegut;VOLKSWAGEN;Desconegut;Desconegut;Desconegut;4583498,96;427830,23
2013S003433;1;Ciutat Vella;3;la Barceloneta;224904;Joan Borbó Comte Barcelona;350 035;Dilluns;Dl;Laboral;2013;5;Maig;13;1;No és causa del  vianant;Motocicleta;SES 125;HONDA;Negre;B;7;4581307,95;432211,55
2013S003433;1;Ciutat Vella;3;la Barceloneta;224904;Joan Borbó Comte Barcelona;350 035;Dilluns;Dl;Laboral;2013;5;Maig;13;1;No és causa del  vianant;Taxi;Altea;SEAT;Groc;BTP;3;4581307,95;432211,55
2013S005275;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;44709;Bonanova;0024U0024U;Divendres;Dv;Laboral;2013;7;Juliol;19;14;No és causa del  vianant;Turismo;LANOS;DAEWOO;Vermell;B;19;4584306,69;427427,3
2013S003664;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;4 220 422;Dimecres;Dc;Laboral;2013;5;Maig;22;9;No és causa del  vianant;Turismo;TERRANO;NISSAN;Negre;BTP;49;4583434,04;430094,01
2013S003796;2;Eixample;7;la Dreta de l'Eixample;176801;Roger de Llúria;1 250 127;Dilluns;Dl;Laboral;2013;5;Maig;27;0;No és causa del  vianant;Turismo;LEON;SEAT;Vermell;B;13;4583366,86;430174,28
2013S003799;6;Gràcia;31;la Vila de Gràcia;201501;Martínez de la Rosa;0053B0053B;Dilluns;Dl;Laboral;2013;5;Maig;27;7;No és causa del  vianant;Ciclomotor;LOOXOR;PEUGEOT;Gris;B;14;4583754,3;429739,62
2013S003936;10;Sant Martí;64;el Camp de l'Arpa del Clot;161407;Indústria;2 740 274;Divendres;Dv;Laboral;2013;5;Maig;31;11;No és causa del  vianant;Autobús articulado;Desconegut;IVECO FIAT;Vermell;D;10;4585199,49;431549,59
2013S003938;9;Sant Andreu;59;el Bon Pastor;295709;Sant Adrià;520 054;Divendres;Dv;Laboral;2013;5;Maig;31;11;No és causa del  vianant;Turismo;406;PEUGEOT;Gris;B;25;4587600,34;432856,5
2013S003555;10;Sant Martí;70;el Besòs i el Maresme;143609;Josep Pla;340 038;Divendres;Dv;Laboral;2013;5;Maig;17;8;No és causa del  vianant;Turismo;MEGANE;RENAULT;Gris;B;30;4584831,98;434404,48
2013S003557;10;Sant Martí;68;el Poblenou;701265;Litoral (Besòs);790000;Divendres;Dv;Laboral;2013;5;Maig;17;9;No és causa del  vianant;Motocicleta;K 75;BMW;Blau;A;18;4582893,36;433485,25
2013S003558;6;Gràcia;30;la Salut;344000;Dalt;10 001;Divendres;Dv;Laboral;2013;5;Maig;17;10;No és causa del  vianant;Motocicleta;TX 200;VESPA;Negre;A;52;4584611,01;429114,54
2013S003560;8;Nou Barris;50;les Roquetes;26605;Artesania;1 300 130;Divendres;Dv;Laboral;2013;5;Maig;17;11;No és causa del  vianant;Turismo;Altea;SEAT;Blanc;BTP;10;4588753,17;430861,34
2013S003562;7;Horta-Guinardó;33;el Baix Guinardó;152905;Guinardó;330 033;Divendres;Dv;Laboral;2013;5;Maig;17;10;No és causa del  vianant;Motocicleta;PS 125;HONDA;Negre;B;24;4585072,31;430398,23
2013S003563;9;Sant Andreu;57;la Trinitat Vella;209900;Meridiana;6 620 662;Divendres;Dv;Laboral;2013;5;Maig;17;12;No és causa del  vianant;Turismo;LACETTI;DAEWOO;Gris;B;3;4588964,22;432288,44
2013S003236;2;Eixample;8;l'Antiga Esquerra de l'Eixample;245802;París;1 330 133;Dissabte;Ds;Laboral;2013;5;Maig;4;11;No és causa del  vianant;Turismo;COROLLA;TOYOTA;Blau;B;19;4582678,41;428955,85
2013S003360;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;76807;Sardenya;4 830 483;Dijous;Dj;Laboral;2013;5;Maig;9;12;No és causa del  vianant;Furgoneta;EXPERT;PEUGEOT;Blanc;B;26;4584747,47;430323,37
2013S003364;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;144601;Diagonal;5 140 514;Dijous;Dj;Laboral;2013;5;Maig;9;17;No és causa del  vianant;Motocicleta;SYMPHONY;SYM;Blanc;B;20;4583181,23;429313,05
2013S003364;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;144601;Diagonal;5 140 514;Dijous;Dj;Laboral;2013;5;Maig;9;17;No és causa del  vianant;Motocicleta;T MAX;YAMAHA;Negre;Desconegut;Desconegut;4583181,23;429313,05
2013S003366;8;Nou Barris;53;la Trinitat Nova;209900;Meridiana;6 110 611;Dijous;Dj;Laboral;2013;5;Maig;9;19;No és causa del  vianant;Turismo;ASTRA;OPEL;Negre;B;22;4589271,31;432291,46
2013S003367;3;Sants-Montjuïc;16;la Bordeta;89707;Constitució;810 081;Dijous;Dj;Laboral;2013;5;Maig;9;19;No és causa del  vianant;Turismo;PASSAT;VOLKSWAGEN;Blau;B;7;4580353,31;427754,09
2013S003499;2;Eixample;6;la Sagrada Família;197302;Marina;2 530 253;Dimecres;Dc;Laboral;2013;5;Maig;15;11;No és causa del  vianant;Turismo;A3;AUDI;Negre;B;4;4584132,93;431132,88
2013S003499;2;Eixample;6;la Sagrada Família;197302;Marina;2 530 253;Dimecres;Dc;Laboral;2013;5;Maig;15;11;No és causa del  vianant;Motocicleta;SYMPHONY;SYM;Negre;A;2;4584132,93;431132,88
2013S004202;2;Eixample;9;la Nova Esquerra de l'Eixample;18505;Aragó;40 006;Diumenge;Dg;Laboral;2013;6;Juny;9;12;No és causa del  vianant;Turismo;TUCSON;HYUNDAI;Blau;B;Desconegut;4581477,86;428908,93
2013S004205;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó;2 250 225;Diumenge;Dg;Laboral;2013;6;Juny;9;16;No és causa del  vianant;Turismo;93;SAAB;Blau;Desconegut;Desconegut;4582611,7;430024,47
2013S004345;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;217909;Mont d'Orsà;620 066;Divendres;Dv;Laboral;2013;6;Juny;14;16;Transitar a peu per la calçada;Turismo;Desconegut;Desconegut;Desconegut;Desconegut;Desconegut;4584620,05;425002,79
2013S002071;4;Les Corts;19;les Corts;40107;Berguedà;20 002;Dimarts;Dm;Laboral;2013;3;Març;19;15;No és causa del  vianant;Camión <= 3,5 Tm;19362FLT;MAN;Blanc;D;28;4582288,65;428028,01
2013S002078;6;Gràcia;31;la Vila de Gràcia;208001;Torrent de l'Olla;1 990 199;Dimecres;Dc;Laboral;2013;3;Març;20;7;No és causa del  vianant;Otros vehíc. a motor;Desconegut;Desconegut;Blanc;B;31;4584407,69;429253,15
2013S002214;3;Sants-Montjuïc;13;la Marina de Port;265504;Prat;10 001;Dilluns;Dl;Laboral;2013;3;Març;25;10;No és causa del  vianant;Taxi;Altea;SEAT;Altres;BTP;23;4579667,25;427828,29
2013S002216;9;Sant Andreu;62;el Congrés i els Indians;86108;Concepción Arenal;1 350 139;Dilluns;Dl;Laboral;2013;3;Març;25;9;No és causa del  vianant;Motocicleta;UH 125;SUZUKI;Blanc;B;9;4586475,61;431914,23
2013S002803;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;28000;Augusta;2 510 251;Dijous;Dj;Laboral;2013;4;Abril;18;19;No és causa del  vianant;Turismo;C-MAX;FORD;Gris;B;3;4583468,58;427645,35
2013S002936;2;Eixample;7;la Dreta de l'Eixample;349207;Universitat;110 011;Dimarts;Dm;Laboral;2013;4;Abril;23;11;No és causa del  vianant;Turismo;SPORTAGE;KIA;Blanc;Desconegut;Desconegut;4582167,67;430256,31
2013S002938;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;7 080 708;Dimarts;Dm;Laboral;2013;4;Abril;23;11;No és causa del  vianant;Furgoneta;109 CDI;MERCEDES;Blanc;B;20;4583184,91;431269,03
2013S001967;2;Eixample;8;l'Antiga Esquerra de l'Eixample;191204;Mallorca;1 200 122;Divendres;Dv;Laboral;2013;3;Març;15;12;No és causa del  vianant;Motocicleta;SH 125;HONDA;Negre;B;21;4582226,21;429291,6
2013S002096;4;Les Corts;20;la Maternitat i Sant Ramon;66508;Carles III;690 069;Dimecres;Dc;Laboral;2013;3;Març;20;13;No és causa del  vianant;Furgoneta;BERLINGO;CITROEN;Blanc;B;2;4582001,08;427112,9
2013S002098;8;Nou Barris;52;la Prosperitat;209900;Meridiana;5 310 531;Dimecres;Dc;Laboral;2013;3;Març;20;13;No és causa del  vianant;Turismo;XSARA;CITROEN;Vermell;B;30;4588605,77;432110,1
2013S002228;10;Sant Martí;67;la Vila Olímpica del Poblenou;701266;Litoral (Llobregat);860000;Dilluns;Dl;Laboral;2013;3;Març;25;14;No és causa del  vianant;Turismo;LAGUNA;RENAULT;Blanc;B;7;4582415,18;432972,61
2013S000366;5;Sarrià-Sant Gervasi;24;les Tres Torres;288805;Rosari;460 046;Dijous;Dj;Laboral;2013;1;Gener;17;0;No és causa del  vianant;Motocicleta;CB 250 TWO FIFTY;HONDA;Gris;A;2;4583466,8;427509,62
2013S000370;4;Les Corts;21;Pedralbes;278302;Reina Maria Cristina;10 001;Dijous;Dj;Laboral;2013;1;Gener;17;8;No és causa del  vianant;Autobús;Desconegut;IVECO FIAT;Vermell;D;16;4582470,3;427079,29
2013S000502;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;278404;Reina Victòria;0016V0016V;Dimarts;Dm;Laboral;2013;1;Gener;22;12;No és causa del  vianant;Motocicleta;SH 125;HONDA;Negre;A1;2;4583398,61;428105,32
2013S000502;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;278404;Reina Victòria;0016V0016V;Dimarts;Dm;Laboral;2013;1;Gener;22;12;No és causa del  vianant;Motocicleta;XP500;YAMAHA;Negre;A;23;4583398,61;428105,32
2013S000640;2;Eixample;8;l'Antiga Esquerra de l'Eixample;349706;Comte d'Urgell;2 680 270;Dissabte;Ds;Laboral;2013;1;Gener;26;14;No és causa del  vianant;Turismo;CIVIC;HONDA;Vermell;B;20;4582741,62;428764,42
2013S004641;5;Sarrià-Sant Gervasi;24;les Tres Torres;11903;Alt de Gironella;470 047;Dimecres;Dc;Laboral;2013;6;Juny;26;12;No és causa del  vianant;Motocicleta;SH 100;HONDA;Gris;A1;11;4583294,6;427525,47
2013S004773;1;Ciutat Vella;2;el Barri Gòtic;269108;Portal de la Pau;99 989 998;Dilluns;Dl;Laboral;2013;7;Juliol;1;14;No és causa del  vianant;Motocicleta;Sport City;APRILIA;Gris;A;1;4580997,41;431336,79
2013S004776;2;Eixample;8;l'Antiga Esquerra de l'Eixample;268003;Provença;2 300 230;Dilluns;Dl;Laboral;2013;7;Juliol;1;13;No és causa del  vianant;Turismo;Altea;SEAT;Gris;B;26;4582745,58;429629
2013S004908;8;Nou Barris;48;la Guineueta;180751;Lorena;810 083;Divendres;Dv;Laboral;2013;7;Juliol;5;18;Creuar per fora pas de vianants;Ciclomotor;LIBERTY 50;PIAGGIO;Altres;Desconegut;Desconegut;4587904,78;431025,18
2013S003563;9;Sant Andreu;57;la Trinitat Vella;209900;Meridiana;6 620 662;Divendres;Dv;Laboral;2013;5;Maig;17;12;No és causa del  vianant;Turismo;KANGOO;RENAULT;Blanc;B;12;4588964,22;432288,44
2013S003565;3;Sants-Montjuïc;12;la Marina del Prat Vermell;370305;Número 4 Zona Franca;850 085;Divendres;Dv;Laboral;2013;5;Maig;17;12;No és causa del  vianant;Motocicleta;SCARABEO 65;APRILIA;Vermell;B;28;4576213,35;426870,51
2013S003567;7;Horta-Guinardó;43;Horta;166808;Jerez;240 024;Divendres;Dv;Laboral;2013;5;Maig;17;12;No és causa del  vianant;Turismo;C-MAX;FORD;Negre;B;1;4587316,21;429430,24
2013S003569;10;Sant Martí;72;Sant Martí de Provençals;60807;Cantàbria;0035B0035B;Divendres;Dv;Laboral;2013;5;Maig;17;14;No és causa del  vianant;Turismo;Altea;SEAT;Gris;B;14;4585955,65;433238,2
2013S003572;8;Nou Barris;45;Porta;351901;Valldaura;0276X0276X;Divendres;Dv;Laboral;2013;5;Maig;17;16;No és causa del  vianant;Turismo;A3;AUDI;Gris;B;30;4588036,76;431754,14
2013S003704;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;358900;Vico;230 023;Dijous;Dj;Laboral;2013;5;Maig;23;17;No és causa del  vianant;Turismo;SORENTO;KIA;Gris;B;29;4583706,04;427869,69
2013S003704;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;358900;Vico;230 023;Dijous;Dj;Laboral;2013;5;Maig;23;17;No és causa del  vianant;Turismo;QASHQAI;NISSAN;Blanc;B;23;4583706,04;427869,69
2013S003706;3;Sants-Montjuïc;16;la Bordeta;169409;Corts Catalanes;1 590 159;Dimarts;Dm;Laboral;2013;5;Maig;21;10;No és causa del  vianant;Turismo;SHARAN;VOLKSWAGEN;Vermell;B;26;4580039,76;427959,08
2013S003707;7;Horta-Guinardó;41;la Vall d'Hebron;701268;Dalt (Llobregat);1090000;Dijous;Dj;Laboral;2013;5;Maig;23;19;No és causa del  vianant;Turismo;MEGANE;RENAULT;Gris;B;38;4586736,88;428530,94
2013S003375;9;Sant Andreu;59;el Bon Pastor;701265;Litoral (Besòs);100000;Divendres;Dv;Laboral;2013;5;Maig;10;8;No és causa del  vianant;Turismo;LAGUNA;RENAULT;Negre;B;17;4588639,96;433698,18
2013S004347;1;Ciutat Vella;3;la Barceloneta;701266;Litoral (Llobregat);900000;Divendres;Dv;Laboral;2013;6;Juny;14;17;No és causa del  vianant;Turismo;GOLF;VOLKSWAGEN;Blanc;B;28;4582138,32;432683,81
2013S004349;2;Eixample;8;l'Antiga Esquerra de l'Eixample;349706;Comte d'Urgell;1 840 184;Divendres;Dv;Laboral;2013;6;Juny;14;19;No és causa del  vianant;Motocicleta;SH 150;HONDA;Negre;A2;6;4582340,61;429158,01
2013S004899;10;Sant Martí;65;el Clot;146902;Glòries Catalanes;190 019;Divendres;Dv;Laboral;2013;7;Juliol;5;17;No és causa del  vianant;Motocicleta;SH 125;HONDA;Blau;B;29;4584181,5;432172,41
2013S005027;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;342900;Trafalgar;580 058;Dimecres;Dc;Laboral;2013;7;Juliol;10;19;No és causa del  vianant;Motocicleta;SH 125;HONDA;Negre;B;4;4582605,64;431363,38
2013S005028;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;54600;Calaf;420 042;Dimecres;Dc;Laboral;2013;7;Juliol;10;19;No és causa del  vianant;Motocicleta;AN 250;SUZUKI;Negre;A;32;4583348,83;428448,77
2013S005032;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;144601;Diagonal;5 980 598;Divendres;Dv;Laboral;2013;6;Juny;21;20;No és causa del  vianant;Turismo;X1;BMW;Blanc;B;9;4582977,37;428689,2
2013S003693;2;Eixample;8;l'Antiga Esquerra de l'Eixample;32700;Balmes;170 017;Dijous;Dj;Laboral;2013;5;Maig;23;11;No és causa del  vianant;Taxi;CARNIVAL;KIA;Altres;BTP;17;4582307,82;430275,3
2013S003698;10;Sant Martí;64;el Camp de l'Arpa del Clot;191204;Mallorca;5 180 518;Dijous;Dj;Laboral;2013;5;Maig;23;13;No és causa del  vianant;Motocicleta;PHANTEON;HONDA;Gris;A;21;4584558,04;431675,33
2013S003832;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;277208;Regàs;130 013;Dilluns;Dl;Laboral;2013;5;Maig;27;19;No és causa del  vianant;Motocicleta;VFR 800 FI;HONDA;Blanc;A;23;4583571,61;429196,58
2013S003832;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;277208;Regàs;130 013;Dilluns;Dl;Laboral;2013;5;Maig;27;19;No és causa del  vianant;Turismo;GOLF;VOLKSWAGEN;Gris;B;40;4583571,61;429196,58
2013S003972;2;Eixample;10;Sant Antoni;198804;Paral·lel;1 240 124;Dissabte;Ds;Laboral;2013;6;Juny;1;12;No és causa del  vianant;Motocicleta;FORZA;HONDA;Blanc;A;22;4580949,39;430025,33
2013S003501;10;Sant Martí;70;el Besòs i el Maresme;266405;Prim;0077A0077A;Dimecres;Dc;Laboral;2013;5;Maig;15;12;No és causa del  vianant;Turismo;ALMERA;NISSAN;Vermell;B;9;4585363,6;434342,57
2013S003503;4;Les Corts;21;Pedralbes;144601;Diagonal;7 120 716;Dimecres;Dc;Laboral;2013;5;Maig;15;12;No és causa del  vianant;Taxi;ALHAMBRA;SEAT;Altres;BTP;20;4581892,29;425404,36
2013S002914;2;Eixample;7;la Dreta de l'Eixample;335100;Tetuan;120 013;Dilluns;Dl;Laboral;2013;4;Abril;22;20;No és causa del  vianant;Turismo;IBIZA;SEAT;Negre;B;1;4583074,73;431080,64
2013S003053;5;Sarrià-Sant Gervasi;23;Sarrià;26707;Artós;10 001;Dissabte;Ds;Laboral;2013;4;Abril;27;10;No és causa del  vianant;Motocicleta;LIBERTY 125;PIAGGIO;Blanc;B;6;4583277,11;426987,14
2013S002219;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;32700;Balmes;3 010 301;Dilluns;Dl;Laboral;2013;3;Març;25;10;No és causa del  vianant;Turismo;Modus;RENAULT;Blanc;B;50;4583953,68;428684,41
2013S002347;4;Les Corts;19;les Corts;343903;Corts;3 080 308;Dimarts;Dm;Laboral;2013;4;Abril;2;9;No és causa del  vianant;Motocicleta;SCOOPY 100;HONDA;Negre;A1;6;4582406,39;427988,32
2013S002351;1;Ciutat Vella;1;el Raval;349207;Universitat;90 010;Dimarts;Dm;Laboral;2013;4;Abril;2;8;No és causa del  vianant;Motocicleta;XJR 1300;YAMAHA;Negre;A;10;4582119,92;430261,58
2013S002476;9;Sant Andreu;60;Sant Andreu;701268;Dalt (Llobregat);1580000;Dissabte;Ds;Laboral;2013;4;Abril;6;14;No és causa del  vianant;Turismo;C-MAX;FORD;Blau;B;8;4588881,27;432518,24
2013S002480;5;Sarrià-Sant Gervasi;23;Sarrià;206356;Major de Can Caralleu;0000A0000A;Dissabte;Ds;Laboral;2013;4;Abril;6;17;No és causa del  vianant;Turismo;ZAFIRA;OPEL;Blau;B;29;4583897,44;425989,75
2013S002481;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;2 080 210;Dissabte;Ds;Laboral;2013;4;Abril;6;18;No és causa del  vianant;Turismo;ASTRA;OPEL;Negre;B;12;4582338,47;429794,09
2013S002481;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;2 080 210;Dissabte;Ds;Laboral;2013;4;Abril;6;18;No és causa del  vianant;Motocicleta;Dylan 125;HONDA;Gris;A1;12;4582338,47;429794,09
2013S005243;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;28000;Augusta;1 330 135;Dijous;Dj;Laboral;2013;7;Juliol;18;15;No és causa del  vianant;Motocicleta;SH 125;HONDA;Negre;A1;3;4583684,85;428603,8
2013S000475;7;Horta-Guinardó;41;la Vall d'Hebron;701268;Dalt (Llobregat);1090000;Dilluns;Dl;Laboral;2013;1;Gener;21;11;No és causa del  vianant;Autobús;NG 313;MAN;Vermell;D;34;4586736,88;428530,94
2013S000477;4;Les Corts;20;la Maternitat i Sant Ramon;282252;Blanca;10 003;Dilluns;Dl;Laboral;2013;1;Gener;21;12;No és causa del  vianant;Motocicleta;Sport City;APRILIA;Gris;B;12;4581271,76;426655,84
2013S000479;3;Sants-Montjuïc;18;Sants;333808;Tinent Flomesta;200 020;Dilluns;Dl;Laboral;2013;1;Gener;21;14;No és causa del  vianant;Motocicleta;SH 125;HONDA;Negre;B;11;4580874,72;427488,09
2013S000615;9;Sant Andreu;60;Sant Andreu;339101;Torras i Bages;1 470 147;Divendres;Dv;Laboral;2013;1;Gener;25;14;No és causa del  vianant;Bicicleta;Desconegut;CONOR;Gris;Desconegut;Desconegut;4588730,63;432464,32
2013S000744;9;Sant Andreu;61;la Sagrera;209900;Meridiana;2 740 274;Dimecres;Dc;Laboral;2013;1;Gener;30;20;No és causa del  vianant;Motocicleta;GTS 125;SYM;Blanc;B;24;4585953,62;432180,06
2013S000747;3;Sants-Montjuïc;13;la Marina de Port;701391;Jane Addams;180 018;Dimecres;Dc;Laboral;2013;1;Gener;30;22;No és causa del  vianant;Ciclomotor;PEOPLE 50;KYMCO;Negre;Llicència;16;4579524,79;427809,85
2013S000050;5;Sarrià-Sant Gervasi;24;les Tres Torres;169205;José de Agulló;110 011;Dijous;Dj;Laboral;2013;1;Gener;3;20;No és causa del  vianant;Motocicleta;CBF 125;HONDA;Negre;A2;3;4583225,6;427672,65
2013S000055;2;Eixample;7;la Dreta de l'Eixample;74506;Catalunya;740 074;Divendres;Dv;Laboral;2013;1;Gener;4;8;No és causa del  vianant;Motocicleta;AGILITY 125;KYMCO;Blanc;B;22;4582836,31;430055,9
2013S000175;7;Horta-Guinardó;33;el Baix Guinardó;297001;Sant Antoni Maria Claret;850 085;Dimecres;Dc;Laboral;2013;1;Gener;9;9;No és causa del  vianant;Taxi;TOLEDO;SEAT;Groc;BTP;18;4584605,08;430730,88
2013S003514;2;Eixample;7;la Dreta de l'Eixample;222002;Mossèn Jacint Verdaguer;99 999 999;Dimecres;Dc;Laboral;2013;5;Maig;15;18;No és causa del  vianant;Autobús articulado;NG 313;MAN;Altres;D;19;4583594,24;430706,38
2013S003644;1;Ciutat Vella;1;el Raval;34308;Rambla;1 150 115;Dimarts;Dm;Laboral;2013;5;Maig;21;15;Creuar per fora pas de vianants;Motocicleta;SH 125;HONDA;Negre;B;10;4581938,25;430756,85
2013S003943;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;197302;Marina;970 097;Divendres;Dv;Laboral;2013;5;Maig;31;14;No és causa del  vianant;Bicicleta;Desconegut;BICING;Vermell;Desconegut;Desconegut;4583003,15;432172,83
2013S004068;2;Eixample;6;la Sagrada Família;191204;Mallorca;4 990 503;Dimarts;Dm;Laboral;2013;6;Juny;4;20;No és causa del  vianant;Autobús;CAETANO;MAN;Altres;D;12;4584534,75;431617,5
2013S004070;4;Les Corts;19;les Corts;110803;Entença;3 380 338;Dimarts;Dm;Laboral;2013;6;Juny;4;21;No és causa del  vianant;Motocicleta;SH 100;HONDA;Gris;B;2;4582672,74;427996,68
2013S004071;2;Eixample;8;l'Antiga Esquerra de l'Eixample;363809;Villarroel;1 480 148;Dimarts;Dm;Laboral;2013;6;Juny;4;19;No és causa del  vianant;Motocicleta;FZ6;YAMAHA;Negre;A;4;4582296,09;429382,09
2013S004210;2;Eixample;6;la Sagrada Família;197302;Marina;2 190 219;Dilluns;Dl;Laboral;2013;6;Juny;10;3;No és causa del  vianant;Ciclomotor;DINK 50;KYMCO;Gris;Llicència;17;4583916,51;431342,67
2013S004214;2;Eixample;8;l'Antiga Esquerra de l'Eixample;245802;París;1 350 135;Dilluns;Dl;Laboral;2013;6;Juny;10;7;Desobeir el senyal del semàfor;Motocicleta;SR 250 SP;YAMAHA;Blau;A;24;4582717,65;428995,98
2013S004215;4;Les Corts;19;les Corts;144601;Diagonal;5 210 521;Dilluns;Dl;Laboral;2013;6;Juny;10;8;No és causa del  vianant;Motocicleta;ER-6N;KAWASAKI;Negre;A;1;4582751,21;428214,98
