Codi d'expedient;Codi districte;Nom districte;Codi barri;Nom barri;Codi carrer;Nom carrer;Num postal caption;Descripció dia setmana;Dia setmana;Descripció tipus dia;NK Any;Mes de any;Nom mes;Dia de mes;Hora de dia;Descripció causa vianant;Descripció tipus de vehicle;Descripció model;Descripció marca;Descripció color;Descripció carnet;Antiguitat carnet;Coordenada UTM (Y);Coordenada UTM (X)
2013S005033;7;Horta-Guinardó;37;el Carmel;243909;Pantà de Tremp;450 045;Dimecres;Dc;Laboral;2013;7;Juliol;10;21;No és causa del  vianant;Ciclomotor;NEO'S;YAMAHA;Negre;Desconegut;Desconegut;4586590,06;429323,95
2013S005039;3;Sants-Montjuïc;14;la Font de la Guatlla;96906;Dàlia;200 020;Dijous;Dj;Laboral;2013;7;Juliol;11;8;No és causa del  vianant;Motocicleta;PEOPLE 125;KYMCO;Negre;A;8;4580357,68;428707,18
2013S003840;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;322608;Selva de Mar;110 011;Dimarts;Dm;Laboral;2013;5;Maig;28;12;No és causa del  vianant;Motocicleta;Vision;HONDA;Blau;B;6;4584376,75;434229,29
2013S003842;4;Les Corts;19;les Corts;231502;Numància;520 054;Dimarts;Dm;Laboral;2013;5;Maig;28;12;No és causa del  vianant;Turismo;STILO;FIAT;Blanc;B;26;4581905,87;428089,04
2013S003506;2;Eixample;7;la Dreta de l'Eixample;176801;Roger de Llúria;990 101;Dimecres;Dc;Laboral;2013;5;Maig;15;15;No és causa del  vianant;Motocicleta;PES;HONDA;Vermell;B;11;4583211,53;430326,17
2013S003635;3;Sants-Montjuïc;15;Hostafrancs;94809;Creu Coberta;1 020 102;Dimarts;Dm;Laboral;2013;5;Maig;21;14;No és causa del  vianant;Turismo;REXTON;SSANGYONG;Negre;B;5;4580986,81;428389,28
2013S003637;2;Eixample;8;l'Antiga Esquerra de l'Eixample;363809;Villarroel;1 410 141;Dimarts;Dm;Laboral;2013;5;Maig;21;12;No és causa del  vianant;Ciclomotor;SCOOPY 50;HONDA;Gris;B;2;4582249,51;429397,48
2013S003641;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;279600;República Argentina;0157U0157U;Dimarts;Dm;Laboral;2013;5;Maig;21;15;No és causa del  vianant;Autobús;Desconegut;IVECO FIAT;Altres;D;7;4584980,34;428523,71
2013S003774;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;7 220 722;Diumenge;Dg;Laboral;2013;5;Maig;26;5;No és causa del  vianant;Turismo;XSARA;CITROEN;Blanc;B;6;4583276,86;431362,1
2013S004609;8;Nou Barris;45;Porta;8206;Alella;470 049;Dimarts;Dm;Laboral;2013;6;Juny;25;12;No és causa del  vianant;Turismo;A3;AUDI;Negre;B;25;4587183,17;431324,95
2013S004610;9;Sant Andreu;57;la Trinitat Vella;34400;Bàrcino;730 073;Dimarts;Dm;Laboral;2013;6;Juny;25;13;Creuar per fora pas de vianants;Turismo;A3;AUDI;Vermell;B;8;4589254,28;432612,25
2013S004613;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;196900;Marià Cubí;10 001;Dimarts;Dm;Laboral;2013;6;Juny;25;14;No és causa del  vianant;Turismo;211 CDI;MERCEDES;Altres;B;38;4583661,72;429199,35
2013S004751;2;Eixample;7;la Dreta de l'Eixample;74404;Catalunya;80 008;Diumenge;Dg;Laboral;2013;6;Juny;30;21;No és causa del  vianant;Autobús;BRAVO I CITY;AYATS;Vermell;D;6;4582266,54;430564,73
2013S004755;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;279600;República Argentina;310 031;Dilluns;Dl;Laboral;2013;7;Juliol;1;4;No és causa del  vianant;Turismo;CLIO;RENAULT;Gris;B;5;4584640,13;428822,07
2013S004756;2;Eixample;7;la Dreta de l'Eixample;286504;Roger de Flor;1 830 185;Dilluns;Dl;Laboral;2013;7;Juliol;1;6;No és causa del  vianant;Turismo;Desconegut;Desconegut;Desconegut;Desconegut;Desconegut;4583724,72;430760,43
2013S005171;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;99 989 998;Dimarts;Dm;Laboral;2013;7;Juliol;16;9;No és causa del  vianant;Turismo;IBIZA;SEAT;Vermell;B;8;4582424,87;430448,19
2013S003192;2;Eixample;8;l'Antiga Esquerra de l'Eixample;32700;Balmes;0167B0167B;Divendres;Dv;Laboral;2013;5;Maig;3;9;No és causa del  vianant;Motocicleta;SH 150;HONDA;Gris;A;36;4583163,71;429442,56
2013S003193;1;Ciutat Vella;3;la Barceloneta;224904;Joan Borbó Comte Barcelona;760 076;Divendres;Dv;Laboral;2013;5;Maig;3;11;No és causa del  vianant;Taxi;OCTAVIA;SKODA;Negre;BTP;7;4580987,45;432246,91
2013S003336;2;Eixample;9;la Nova Esquerra de l'Eixample;349706;Comte d'Urgell;1 390 139;Dimecres;Dc;Laboral;2013;5;Maig;8;14;No és causa del  vianant;Motocicleta;SH 100;HONDA;Negre;B;5;4582220,28;429231,13
2013S003337;4;Les Corts;19;les Corts;40300;Berlín;10 001;Dimecres;Dc;Laboral;2013;5;Maig;8;15;No és causa del  vianant;Taxi;Altea;SEAT;Altres;BTP;4;4581756,09;427884,49
2013S002363;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;6 210 621;Dimarts;Dm;Laboral;2013;4;Abril;2;15;No és causa del  vianant;Motocicleta;TWEET 125;PEUGEOT;Negre;B;5;4582657,91;430655,6
2013S002369;3;Sants-Montjuïc;17;Sants - Badal;187207;Madrid;1 220 126;Dimarts;Dm;Laboral;2013;4;Abril;2;18;No és causa del  vianant;Motocicleta;SV650;SUZUKI;Blanc;A;1;4581402,56;427242,98
2013S002370;1;Ciutat Vella;3;la Barceloneta;701266;Litoral (Llobregat);900000;Dimarts;Dm;Laboral;2013;4;Abril;2;18;No és causa del  vianant;Turismo;CIVIC;HONDA;Negre;B;6;4582138,32;432683,81
2013S002500;4;Les Corts;21;Pedralbes;114509;Espasa;10 001;Diumenge;Dg;Laboral;2013;4;Abril;7;20;No és causa del  vianant;Turismo;C3;CITROEN;Vermell;B;21;4583346,26;426061,02
2013S002500;4;Les Corts;21;Pedralbes;114509;Espasa;10 001;Diumenge;Dg;Laboral;2013;4;Abril;7;20;No és causa del  vianant;Ciclomotor;SH 50;HONDA;Negre;AM;2;4583346,26;426061,02
2013S001180;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;50202;Brusi;1 060 106;Divendres;Dv;Laboral;2013;2;Febrer;15;14;No és causa del  vianant;Turismo;ASTRA;OPEL;Vermell;B;26;4583986,49;428557,12
2013S001180;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;50202;Brusi;1 060 106;Divendres;Dv;Laboral;2013;2;Febrer;15;14;No és causa del  vianant;Motocicleta;SH 300;HONDA;Gris;A;39;4583986,49;428557,12
2013S001180;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;50202;Brusi;1 060 106;Divendres;Dv;Laboral;2013;2;Febrer;15;14;No és causa del  vianant;Turismo;307;PEUGEOT;Gris;Desconegut;Desconegut;4583986,49;428557,12
2013S001183;9;Sant Andreu;60;Sant Andreu;103706;Doctor Santponç;550 055;Divendres;Dv;Laboral;2013;2;Febrer;15;13;No és causa del  vianant;Motocicleta;SH 125;HONDA;Marró;B;7;4587200,47;432537,24
2013S001310;10;Sant Martí;67;la Vila Olímpica del Poblenou;369204;Zamora;460 048;Dimecres;Dc;Laboral;2013;2;Febrer;20;16;No és causa del  vianant;Motocicleta;XL 125 V;HONDA;Negre;B;22;4582986,44;432625,28
2013S001310;10;Sant Martí;67;la Vila Olímpica del Poblenou;369204;Zamora;460 048;Dimecres;Dc;Laboral;2013;2;Febrer;20;16;No és causa del  vianant;Turismo;MEGANE;RENAULT;Vermell;B;11;4582986,44;432625,28
2013S001312;10;Sant Martí;71;Provençals del Poblenou;94300;Cristóbal de Moura;1 140 116;Dimecres;Dc;Laboral;2013;2;Febrer;20;17;No és causa del  vianant;Camión > 3,5 Tm;EURORIDER;IVECO FIAT;Negre;C;20;4584949,16;433836,15
2013S001314;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;44800;Bonanova;0015X0015X;Dimecres;Dc;Laboral;2013;2;Febrer;20;17;No és causa del  vianant;Motocicleta;AGILITY 125;KYMCO;Blau;A;20;4584448,03;427683,85
2013S001447;3;Sants-Montjuïc;18;Sants;40300;Berlín;860 088;Dilluns;Dl;Laboral;2013;2;Febrer;25;13;No és causa del  vianant;Turismo;Desconegut;Desconegut;Desconegut;Desconegut;Desconegut;4582058,94;428362,95
2013S001449;2;Eixample;7;la Dreta de l'Eixample;247659;Pau Claris;1 470 147;Dilluns;Dl;Laboral;2013;2;Febrer;25;14;No és causa del  vianant;Turismo;C 220;MERCEDES;Negre;B;11;4583059,76;430284,4
2013S001449;2;Eixample;7;la Dreta de l'Eixample;247659;Pau Claris;1 470 147;Dilluns;Dl;Laboral;2013;2;Febrer;25;14;No és causa del  vianant;Motocicleta;CB 500;HONDA;Gris;A;19;4583059,76;430284,4
2013S000177;9;Sant Andreu;59;el Bon Pastor;80101;Ciutat d'Asunción;0044B0044B;Dimecres;Dc;Laboral;2013;1;Gener;9;10;No és causa del  vianant;Turismo;CORDOBA;SEAT;Blanc;B;5;4588399,59;433261,13
2013S000182;8;Nou Barris;46;el Turó de la Peira;119003;Fabra i Puig;2 700 272;Dimecres;Dc;Laboral;2013;1;Gener;9;11;No és causa del  vianant;Turismo;ATOS;HYUNDAI;Gris;B;55;4587077;431044,92
2013S000312;9;Sant Andreu;60;Sant Andreu;209900;Meridiana;4 960 496;Dimarts;Dm;Laboral;2013;1;Gener;15;8;No és causa del  vianant;Motocicleta;GT 125;HYOSUNG;Vermell;A2;2;4587771,55;431999,34
2013S000312;9;Sant Andreu;60;Sant Andreu;209900;Meridiana;4 960 496;Dimarts;Dm;Laboral;2013;1;Gener;15;8;No és causa del  vianant;Turismo;TOURAN;VOLKSWAGEN;Negre;B;25;4587771,55;431999,34
2013S000437;8;Nou Barris;53;la Trinitat Nova;701267;Dalt (Besòs);0002S0000;Dissabte;Ds;Laboral;2013;1;Gener;19;18;No és causa del  vianant;Turismo;GOLF;VOLKSWAGEN;Blanc;B;25;4588851,8;431738,7
2013S000193;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;13909;Amigó;370 037;Dimecres;Dc;Laboral;2013;1;Gener;9;14;No és causa del  vianant;Turismo;ZAFIRA;OPEL;Blau;B;6;4583193,63;428566,56
2013S000194;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;239209;Pare Laínez;130 013;Dimecres;Dc;Laboral;2013;1;Gener;9;16;No és causa del  vianant;Motocicleta;LEAD;HONDA;Gris;A1;20;4584433,15;430268,28
2013S000195;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;6 860 686;Dimecres;Dc;Laboral;2013;1;Gener;9;20;No és causa del  vianant;Motocicleta;SH 300;HONDA;Blanc;A2;2;4582903,79;430980,62
2013S003986;7;Horta-Guinardó;36;la Font d'en Fargues;84601;Comalada;40 004;Diumenge;Dg;Laboral;2013;6;Juny;2;6;No és causa del  vianant;Turismo;TRAJET;HYUNDAI;Gris;Desconegut;Desconegut;4586467,67;430937,19
2013S003986;7;Horta-Guinardó;36;la Font d'en Fargues;84601;Comalada;40 004;Diumenge;Dg;Laboral;2013;6;Juny;2;6;No és causa del  vianant;Turismo;CHEROKEE;JEEP;Verd;Desconegut;Desconegut;4586467,67;430937,19
2013S004117;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;322608;Selva de Mar;90 009;Dimecres;Dc;Laboral;2013;6;Juny;5;22;No és causa del  vianant;Ciclomotor;SH 50;HONDA;Negre;AM;16;4584297,2;434306,99
2013S004119;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;209900;Meridiana;150 017;Dijous;Dj;Laboral;2013;6;Juny;6;8;No és causa del  vianant;Motocicleta;Dylan 125;HONDA;Vermell;B;25;4582926,43;432089,85
2013S003779;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;302203;Sant Gervasi de Cassoles;810 081;Diumenge;Dg;Laboral;2013;5;Maig;26;14;No és causa del  vianant;Turismo;ASTRA;OPEL;Gris;B;10;4584361,1;427913,35
2013S003780;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;202264;Reineta;990 099;Diumenge;Dg;Laboral;2013;5;Maig;26;13;No és causa del  vianant;Bicicleta;Desconegut;Desconegut;Vermell;Desconegut;Desconegut;4585428,58;424377,12
2013S003919;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;143904;General Mitre;1 980 198;Dijous;Dj;Laboral;2013;5;Maig;30;13;No és causa del  vianant;Motocicleta;Dylan 125;HONDA;Blau;B;9;4584317,48;428610,36
2013S004351;3;Sants-Montjuïc;18;Sants;312400;Sants;1 440 144;Divendres;Dv;Laboral;2013;6;Juny;14;18;No és causa del  vianant;Furgoneta;TRANSIT;FORD;Blanc;B;8;4581013,52;427660,29
2013S004355;10;Sant Martí;65;el Clot;191204;Mallorca;6 560 656;Divendres;Dv;Laboral;2013;6;Juny;14;19;No és causa del  vianant;Ciclomotor;MESSAGE;DAELIM;Gris;AM;18;4585211,1;432341,84
2013S004482;10;Sant Martí;73;la Verneda i la Pau;57802;Camp Arriassa;840 084;Dimecres;Dc;Laboral;2013;6;Juny;19;12;No és causa del  vianant;Camión <= 3,5 Tm;Desconegut;MERCEDES;Blanc;C;15;4586389,99;433507,26
2013S004488;2;Eixample;10;Sant Antoni;169409;Corts Catalanes;5 440 544;Dimecres;Dc;Laboral;2013;6;Juny;19;14;No és causa del  vianant;Bicicleta;Desconegut;Desconegut;Desconegut;Desconegut;Desconegut;4581817,37;429870,75
2013S003977;7;Horta-Guinardó;35;el Guinardó;365702;Mare de Déu de Montserrat;2 530 253;Dissabte;Ds;Laboral;2013;6;Juny;1;15;No és causa del  vianant;Turismo;Altea;SEAT;Negre;B;18;4586353,57;431211,01
2013S003979;10;Sant Martí;64;el Camp de l'Arpa del Clot;346402;Trinxant;140 014;Dissabte;Ds;Laboral;2013;6;Juny;1;19;No és causa del  vianant;Turismo;SPARR;CHEVROLET;Blau;B;22;4585245,88;432108,45
2013S004109;3;Sants-Montjuïc;11;el Poble Sec;700919;Polvorí;10 001;Dimecres;Dc;Laboral;2013;6;Juny;5;19;No és causa del  vianant;Turismo;MINI COOPER;MINI;Verd;B;25;4579748,29;428502,51
2013S004111;8;Nou Barris;44;Vilapicina i la Torre Llobeta;119003;Fabra i Puig;0247X0247X;Dimecres;Dc;Laboral;2013;6;Juny;5;19;No és causa del  vianant;Motocicleta;PS 125;HONDA;Blanc;A;9;4587049,86;431007,67
2013S003777;6;Gràcia;28;Vallcarca i els Penitents;352507;Vall d'Hebron;10 001;Diumenge;Dg;Laboral;2013;5;Maig;26;12;No és causa del  vianant;Turismo;V40;VOLVO;Verd;B;40;4585528,54;427936,09
2013S003916;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701265;Litoral (Besòs);1580000;Dijous;Dj;Laboral;2013;5;Maig;30;17;No és causa del  vianant;Motocicleta;FMX 650;HONDA;Negre;A;3;4577719,18;428026,41
2013S004047;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20710000;Dimarts;Dm;Laboral;2013;6;Juny;4;11;No és causa del  vianant;Furgoneta;PRIMASTAR;NISSAN;Blanc;B;28;4584971,32;433081,94
2013S004882;2;Eixample;8;l'Antiga Esquerra de l'Eixample;169409;Corts Catalanes;5 350 537;Divendres;Dv;Laboral;2013;7;Juliol;5;9;No és causa del  vianant;Furgoneta;TOURNEO;FORD;Blanc;B;11;4581812,62;429792,01
2013S004884;2;Eixample;7;la Dreta de l'Eixample;31300;Bailèn;1 710 171;Divendres;Dv;Laboral;2013;7;Juliol;5;9;No és causa del  vianant;Turismo;INSIGNIA;OPEL;Negre;B;19;4583786,22;430321,09
2013S004885;1;Ciutat Vella;3;la Barceloneta;197903;Marítim de la Barceloneta;0031B0031B;Divendres;Dv;Laboral;2013;7;Juliol;5;9;Creuar per fora pas de vianants;Turismo;A4;AUDI;Desconegut;B;17;4581962,4;432819,33
2013S002615;2;Eixample;9;la Nova Esquerra de l'Eixample;169409;Corts Catalanes;5 210 521;Dijous;Dj;Laboral;2013;4;Abril;11;20;No és causa del  vianant;Motocicleta;R1200;BMW;Vermell;A;27;4581720,28;429697,48
2013S002736;3;Sants-Montjuïc;16;la Bordeta;701377;Carrilet;280 028;Dimarts;Dm;Laboral;2013;4;Abril;16;20;No és causa del  vianant;Turismo;FORTWO;SMART;Negre;B;50;4579939,43;427571,61
2013S002875;4;Les Corts;19;les Corts;89605;Constança;150 015;Diumenge;Dg;Laboral;2013;4;Abril;21;16;No és causa del  vianant;Motocicleta;SH 125;HONDA;Gris;B;24;4582407,9;427829,79
2013S002876;4;Les Corts;20;la Maternitat i Sant Ramon;144601;Diagonal;6 530 659;Diumenge;Dg;Laboral;2013;4;Abril;21;16;No és causa del  vianant;Turismo;BRAVO;FIAT;Blau;B;17;4581960,58;425772,51
2013S003337;4;Les Corts;19;les Corts;40300;Berlín;10 001;Dimecres;Dc;Laboral;2013;5;Maig;8;15;No és causa del  vianant;Motocicleta;SH 125;HONDA;Blanc;B;6;4581756,09;427884,49
2013S003472;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;123805;Ferran Puig;80 008;Dimarts;Dm;Laboral;2013;5;Maig;14;9;No és causa del  vianant;Motocicleta;SCOOPY 100;HONDA;Blau;A;17;4584602,9;428741,42
2013S003474;9;Sant Andreu;60;Sant Andreu;119003;Fabra i Puig;1 160 116;Dimarts;Dm;Laboral;2013;5;Maig;14;13;No és causa del  vianant;Furgoneta;INCA;SEAT;Blanc;B;19;4587049,63;431851,35
2013S003478;7;Horta-Guinardó;43;Horta;235503;Porto;240 026;Dimarts;Dm;Laboral;2013;5;Maig;14;13;No és causa del  vianant;Motocicleta;PS 125;HONDA;Vermell;B;6;4587066,67;429636,07
2013S003481;7;Horta-Guinardó;33;el Baix Guinardó;335406;Thous;0002X0002X;Dimarts;Dm;Laboral;2013;5;Maig;14;16;No és causa del  vianant;Turismo;SERIE 1;BMW;Gris;B;10;4585153,05;430515,67
2013S000770;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó;2 360 236;Dijous;Dj;Laboral;2013;1;Gener;31;17;No és causa del  vianant;Turismo;IBIZA;SEAT;Vermell;B;21;4582592,26;430053,38
2013S000771;1;Ciutat Vella;1;el Raval;701265;Litoral (Besòs);1100000;Dijous;Dj;Laboral;2013;1;Gener;31;18;No és causa del  vianant;Turismo;ASTRA;OPEL;Gris;B;6;4580791,56;431320,52
2013S000772;2;Eixample;7;la Dreta de l'Eixample;349309;Universitat;100 010;Dijous;Dj;Laboral;2013;1;Gener;31;18;No és causa del  vianant;Turismo;MEGANE;RENAULT;Blau;B;6;4582207,63;430425,65
2013S000910;7;Horta-Guinardó;40;Montbau;701267;Dalt (Besòs);1080000;Dimecres;Dc;Laboral;2013;2;Febrer;6;8;No és causa del  vianant;Turismo;Desconegut;Desconegut;Desconegut;Desconegut;Desconegut;4586649,84;428474,91
2013S000912;2;Eixample;5;el Fort Pienc;305100;Sant Joan;20 002;Dimecres;Dc;Laboral;2013;2;Febrer;6;9;No és causa del  vianant;Turismo;CORSA;OPEL;Groc;B;22;4582769,56;431567,15
2013S000914;4;Les Corts;21;Pedralbes;333400;González Tablas;0003B0003B;Dimecres;Dc;Laboral;2013;2;Febrer;6;8;No és causa del  vianant;Turismo;STRATUS;CHRYSLER;Verd;B;7;4582114,99;425657,94
2013S000070;2;Eixample;8;l'Antiga Esquerra de l'Eixample;144601;Diagonal;0427B0431;Divendres;Dv;Laboral;2013;1;Gener;4;15;No és causa del  vianant;Motocicleta;XV 535 SP VIRAGO;YAMAHA;Negre;A;19;4583101,68;429239,17
2013S000889;3;Sants-Montjuïc;13;la Marina de Port;169409;Corts Catalanes;1 280 132;Dimarts;Dm;Laboral;2013;2;Febrer;5;14;No és causa del  vianant;Turismo;307;PEUGEOT;Gris;B;2;4579717,04;427748,49
2013S004621;9;Sant Andreu;60;Sant Andreu;209900;Meridiana;4 120 412;Dimarts;Dm;Laboral;2013;6;Juny;25;17;No és causa del  vianant;Furgoneta;DOBLO;FIAT;Blanc;B;6;4587267,56;431875,61
2013S003149;3;Sants-Montjuïc;11;el Poble Sec;700025;Josep Carner;0032X0032X;Dimecres;Dc;Laboral;2013;5;Maig;1;11;No és causa del  vianant;Autobús;BRAVO I CITY;AYATS;Vermell;D;8;4580740,59;431140,98
2013S003150;10;Sant Martí;72;Sant Martí de Provençals;158504;Huelva;430 045;Dimecres;Dc;Laboral;2013;5;Maig;1;11;No és causa del  vianant;Turismo;ESCORT;FORD;Vermell;B;54;4585527,14;432822,29
2013S003155;4;Les Corts;19;les Corts;162002;Josep Tarradellas;0139S0139S;Dimecres;Dc;Laboral;2013;5;Maig;1;11;No és causa del  vianant;Turismo;C3;CITROEN;Verd;B;20;4582630,31;428480,41
2013S003156;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;700892;Garcia Fària;0019X0019X;Dimecres;Dc;Laboral;2013;5;Maig;1;15;No és causa del  vianant;Turismo;SCENIC;RENAULT;Gris;B;8;4583728,11;434033,07
2013S003275;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa;1 060 106;Dilluns;Dl;Laboral;2013;5;Maig;6;9;No és causa del  vianant;Motocicleta;SCOOPY 125;HONDA;Negre;A1;8;4585827,78;433367,4
2013S003412;2;Eixample;10;Sant Antoni;87009;Comte Borrell;1 030 103;Dissabte;Ds;Laboral;2013;5;Maig;11;15;No és causa del  vianant;Turismo;A6;AUDI;Negre;B;39;4581451,63;429803,43
2013S003413;4;Les Corts;21;Pedralbes;701268;Dalt (Llobregat);460000;Dissabte;Ds;Laboral;2013;5;Maig;11;18;No és causa del  vianant;Turismo;POLO;VOLKSWAGEN;Negre;B;30;4581750,14;425006,85
2013S004252;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;32700;Balmes;3 170 317;Dimarts;Dm;Laboral;2013;6;Juny;11;15;No és causa del  vianant;Motocicleta;UH 150;SUZUKI;Gris;A1;3;4584020,35;428584,67
2013S004257;9;Sant Andreu;61;la Sagrera;209900;Meridiana;3 060 306;Dimarts;Dm;Laboral;2013;6;Juny;11;17;No és causa del  vianant;Bicicleta;Desconegut;Desconegut;Desconegut;Desconegut;Desconegut;4586285,78;432178,4
2013S004258;2;Eixample;7;la Dreta de l'Eixample;305100;Sant Joan;890 089;Dimarts;Dm;Laboral;2013;6;Juny;11;15;No és causa del  vianant;Motocicleta;SH 125;HONDA;Vermell;A;31;4583524,48;430746,22
2013S004394;9;Sant Andreu;57;la Trinitat Vella;138700;Galícia;20 002;Diumenge;Dg;Laboral;2013;6;Juny;16;15;No és causa del  vianant;Turismo;MEGANE;RENAULT;Gris;B;7;4589108,41;432481,43
2013S004525;2;Eixample;9;la Nova Esquerra de l'Eixample;287201;Roma;920 092;Dijous;Dj;Laboral;2013;6;Juny;20;20;No és causa del  vianant;Motocicleta;JOYMAX 250;SYM;Blanc;A;23;4581849,96;429033,26
2013S004053;9;Sant Andreu;59;el Bon Pastor;80101;Ciutat d'Asunción;350 037;Dimarts;Dm;Laboral;2013;6;Juny;4;16;No és causa del  vianant;Furgoneta;TRAFFIC;RENAULT;Altres;BTP;7;4588061,66;433271,94
2013S004053;9;Sant Andreu;59;el Bon Pastor;80101;Ciutat d'Asunción;350 037;Dimarts;Dm;Laboral;2013;6;Juny;4;16;No és causa del  vianant;Camión > 3,5 Tm;Desconegut;IVECO FIAT;Desconegut;Desconegut;Desconegut;4588061,66;433271,94
2013S004055;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;55807;Francesc Macià;40 004;Dimarts;Dm;Laboral;2013;6;Juny;4;17;No és causa del  vianant;Turismo;C 270;MERCEDES;Negre;B;47;4582973,84;428568,26
2013S004887;2;Eixample;10;Sant Antoni;349706;Comte d'Urgell;0012S0012S;Divendres;Dv;Laboral;2013;7;Juliol;5;12;No és causa del  vianant;Camión <= 3,5 Tm;Daily;IVECO FIAT;Blanc;Desconegut;Desconegut;4581425,34;430025,02
2013S005012;9;Sant Andreu;58;Baró de Viver;314100;Santa Coloma;1 140 114;Dimecres;Dc;Laboral;2013;7;Juliol;10;13;No és causa del  vianant;Motocicleta;FLSTCI;HARLEY DAVIDSON;Negre;A;30;4589052,17;433321,44
2013S005013;4;Les Corts;19;les Corts;219100;Montnegre;0042B0042B;Dimecres;Dc;Laboral;2013;7;Juliol;10;13;No és causa del  vianant;Ciclomotor;LIBERTY 50;PIAGGIO;Negre;B;3;4582416,22;428180,39
2013S005016;5;Sarrià-Sant Gervasi;24;les Tres Torres;97308;Dalmases;460 046;Dimecres;Dc;Laboral;2013;7;Juliol;10;14;No és causa del  vianant;Turismo;AURIS;TOYOTA;Gris;B;50;4583985,32;427183,29
2013S005016;5;Sarrià-Sant Gervasi;24;les Tres Torres;97308;Dalmases;460 046;Dimecres;Dc;Laboral;2013;7;Juliol;10;14;No és causa del  vianant;Motocicleta;LIBERTY 125;PIAGGIO;Gris;B;27;4583985,32;427183,29
2013S005154;5;Sarrià-Sant Gervasi;24;les Tres Torres;97308;Dalmases;750 075;Dilluns;Dl;Laboral;2013;7;Juliol;15;14;No és causa del  vianant;Taxi;Altea;SEAT;Altres;BTP;5;4584163,8;427407,92
2013S003271;2;Eixample;9;la Nova Esquerra de l'Eixample;54509;Calàbria;1 360 136;Diumenge;Dg;Laboral;2013;5;Maig;5;19;No és causa del  vianant;Turismo;POLO;VOLKSWAGEN;Gris;B;1;4581644,04;429280,13
2013S003272;5;Sarrià-Sant Gervasi;24;les Tres Torres;146505;Manuel Corachan;40 004;Diumenge;Dg;Laboral;2013;5;Maig;5;20;No és causa del  vianant;Turismo;190;MERCEDES;Negre;B;47;4583054,43;427350,23
2013S003404;4;Les Corts;21;Pedralbes;701267;Dalt (Besòs);540000;Dissabte;Ds;Laboral;2013;5;Maig;11;9;No és causa del  vianant;Turismo;CLK230;MERCEDES;Negre;B;5;4582447,68;425425,23
2013S003410;6;Gràcia;30;la Salut;366002;Mare de Déu de la Salut;0032B0032B;Dissabte;Ds;Laboral;2013;5;Maig;11;14;No és causa del  vianant;Ciclomotor;SCARABEO 50;APRILIA;Taronja;Llicència;6;4584927,88;429577,56
2013S003541;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó;2 650 265;Dijous;Dj;Laboral;2013;5;Maig;16;16;No és causa del  vianant;Camión <= 3,5 Tm;220;RENAULT;Blanc;B;8;4582891,5;430313,33
2013S003544;2;Eixample;7;la Dreta de l'Eixample;32700;Balmes;320 032;Dijous;Dj;Laboral;2013;5;Maig;16;18;No és causa del  vianant;Turismo;Desconegut;VOLVO;Gris;B;37;4582423,2;430193,4
2013S003546;8;Nou Barris;44;Vilapicina i la Torre Llobeta;69109;Cartellà;0149U0149U;Dimecres;Dc;Laboral;2013;5;Maig;15;22;No és causa del  vianant;Turismo;YARIS;TOYOTA;Gris;B;4;4586947,84;430479,46
2013S003546;8;Nou Barris;44;Vilapicina i la Torre Llobeta;69109;Cartellà;0149U0149U;Dimecres;Dc;Laboral;2013;5;Maig;15;22;No és causa del  vianant;Turismo;CLIO;RENAULT;Verd;Desconegut;Desconegut;4586947,84;430479,46
